first_name,last_name,email,birth_date,country,gpa,major,iq,registrations
Lorry,Pote,lpotehh@mtv.com,3/13/1939,Russia,3.64,American Studies,80,"[{'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Post-Classical History'}]"
Gracie,Rime,grimehi@hexun.com,7/4/1924,Italy,3.95,Mathematics,87,"[{'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Greco-Roman Tradition'}]"
Powell,Barrass,pbarrasshj@samsung.com,6/13/1973,Equatorial Guinea,2.61,Education,105,"[{'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'World Views'}]"
Myles,Ochterlony,mochterlonyhk@chicagotribune.com,7/12/1939,Mali,2.52,Business,99,"[{'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Murry,Baines,mbaineshl@alibaba.com,7/17/1987,Canada,3.4,Education,103,"[{'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'A_THROU_F', 'point_percent': 87, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Applied Ethics in Humanities'}]"
Sapphire,Burwin,sburwinhm@phpbb.com,8/5/1983,France,3.57,Education,89,"[{'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Knowledge'}]"
Bette-ann,Sotworth,bsotworthhn@oracle.com,9/15/1925,Denmark,2.71,Communications,119,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Literary Genres'}]"
Jacinthe,Jocelyn,jjocelynho@jugem.jp,2/18/1996,Russia,2.95,Communications,115,"[{'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Sacred Writing'}]"
Greg,Hindshaw,ghindshawhp@wufoo.com,8/20/1947,Croatia,2.12,Mathematics,101,"[{'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Ancient Philosophy'}]"
Lara,Waplinton,lwaplintonhq@google.fr,8/15/1965,Palestinian Territory,2.84,Computer Science,81,"[{'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Literary Genres'}]"
Astrid,Tanswell,atanswellhr@bloglines.com,1/30/1920,Philippines,3.54,Economics,112,"[{'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Science: History and Methodology'}]"
Ric,Jojic,rjojichs@statcounter.com,10/29/1926,Uganda,3.29,Pre-Med,119,"[{'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Clevey,Yerrell,cyerrellht@trellian.com,7/25/1949,Brazil,2.21,Philosophy,84,"[{'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Greco-Roman Tradition'}]"
Giana,Mackiewicz,gmackiewiczhu@scientificamerican.com,2/6/1942,China,2.83,Mathematics,100,"[{'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Colleen,Eschalette,ceschalettehv@theguardian.com,1/1/1983,Indonesia,2.76,Education,116,"[{'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Modern Philosophy'}]"
Caresa,Birth,cbirthhw@goodreads.com,5/25/1921,China,3.61,Economics,92,"[{'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Renaissance to Baroque Art'}]"
Obediah,Twamley,otwamleyhx@epa.gov,8/14/1949,China,2.2,Computer Science,98,"[{'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Principles of Mathematics and Logic'}]"
Eadie,Vinsen,evinsenhy@list-manage.com,10/25/1922,Belarus,2.14,Computer Science,98,"[{'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Coraline,Eathorne,ceathornehz@amazonaws.com,7/9/1951,Russia,2.55,Economics,126,"[{'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Ancient Philosophy'}]"
Clair,Skingley,cskingleyi0@elpais.com,9/15/1964,Brazil,2.34,Philosophy,116,"[{'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Physical Activity and Autonomy'}]"
Bernete,Law,blawi1@wisc.edu,2/23/1991,Portugal,2.22,Economics,117,"[{'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Intro to College English'}]"
Kym,MacCall,kmaccalli2@oaic.gov.au,2/2/1966,Sweden,3.33,American Studies,123,"[{'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Ancient Philosophy'}]"
Bonni,Arrundale,barrundalei3@cbslocal.com,5/29/1948,France,3.53,Political Science,91,"[{'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'World Views'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Applied Themes in English'}]"
Dannel,Coen,dcoeni4@t.co,5/17/1982,China,1.66,Philosophy,113,"[{'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Principles of Mathematics and Logic'}]"
Leigha,Paggitt,lpaggitti5@economist.com,6/20/1943,Finland,2.79,Sociology,95,"[{'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Physical Activity and Autonomy'}]"
Nickolaus,Axleby,naxlebyi6@army.mil,10/6/1970,Iran,3.7,American Studies,112,"[{'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Science: History and Methodology'}]"
Roselin,Revely,rrevelyi7@latimes.com,9/30/1934,Argentina,3.5,Education,106,"[{'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'World Views'}]"
Mariska,Steere,msteerei8@timesonline.co.uk,11/21/1992,Argentina,3.86,Communications,129,"[{'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Literary Genres'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Literary Themes'}]"
Deloris,Antoshin,dantoshini9@squidoo.com,7/11/1970,Niger,1.74,Pre-Med,111,"[{'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'World Views'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Greco-Roman Tradition'}]"
Clari,Loughlan,cloughlania@addtoany.com,5/30/1971,Netherlands,2.32,Computer Science,96,"[{'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Post-Classical History'}]"
Una,Elderbrant,uelderbrantib@youtu.be,8/21/1966,Portugal,2.42,Computer Science,84,"[{'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Applied Themes in English'}]"
Ora,Dungate,odungateic@liveinternet.ru,3/5/1989,Macedonia,2.77,Computer Science,121,"[{'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Literary Themes'}, {'grade_type': 'A_THROU_F', 'point_percent': 84, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Kimball,McRinn,kmcrinnid@is.gd,6/11/1998,Japan,3.2,Economics,85,"[{'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Science: History and Methodology'}]"
Federico,Hawlgarth,fhawlgarthie@pbs.org,12/20/1975,Kyrgyzstan,3.12,Business,111,"[{'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Intro to College English'}]"
Kane,Jennens,kjennensif@miibeian.gov.cn,2/15/1953,China,2.13,Education,123,"[{'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Science: History and Methodology'}]"
Maddi,Kenrat,mkenratig@xinhuanet.com,9/17/1949,Thailand,1.9,Political Science,95,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Literary Genres'}]"
Jard,Tonry,jtonryih@harvard.edu,7/28/1975,Sweden,2.1,Business,99,"[{'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Ancient Philosophy'}]"
Zenia,Allnatt,zallnattii@mapquest.com,2/23/1938,Russia,2.85,Anthropology,100,"[{'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Greco-Roman Tradition'}]"
,,,7/13/1943,Portugal,3.5,Economics,112,"[{'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Intro to College English'}]"
Clyve,Duddy,cduddyik@twitpic.com,5/13/1921,China,3.07,Pre-Med,100,"[{'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Renaissance to Baroque Art'}]"
Martina,Jurzyk,mjurzykil@sourceforge.net,3/14/1987,Sweden,1.88,Anthropology,87,"[{'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Modern Philosophy'}]"
Yasmin,Banyard,ybanyardim@1688.com,4/21/1953,Ukraine,2.55,Business,92,"[{'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Science: History and Methodology'}]"
Alejandro,Bossom,abossomin@vkontakte.ru,12/31/1940,Indonesia,2.96,Philosophy,107,"[{'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Literary Genres'}]"
Tracey,Gauld,tgauldio@hugedomains.com,10/25/1954,Canada,2.46,Mathematics,128,"[{'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Principles of Mathematics and Logic'}]"
Marne,Vaskov,mvaskovip@slate.com,2/15/1991,Indonesia,1.7,Economics,100,"[{'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'Applied Themes in English'}]"
Adeline,Shorto,ashortoiq@skyrock.com,9/8/1984,Indonesia,3.8,Political Science,120,"[{'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Knowledge'}]"
Mommy,Dunnico,mdunnicoir@domainmarket.com,5/17/1920,Albania,3.19,Pre-Med,120,"[{'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Intro to College English'}]"
Camellia,Sloley,csloleyis@arizona.edu,6/8/1933,China,2.69,Anthropology,101,"[{'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Literary Genres'}]"
Mercie,Salmen,msalmenit@qq.com,10/3/1990,Swaziland,3.53,Pre-Med,117,"[{'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Ancient Philosophy'}]"
Anna,Forre,aforreiu@artisteer.com,3/25/1931,Ukraine,1.81,Pre-Med,103,"[{'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Renaissance to Baroque Art'}]"
Gwen,Coast,gcoastiv@123-reg.co.uk,4/14/1995,Indonesia,3.52,Computer Science,105,"[{'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Clemente,Barfitt,cbarfittiw@photobucket.com,5/12/1964,Indonesia,2.06,Business,118,"[{'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Post-Classical History'}]"
Bernarr,Holliar,bholliarix@oakley.com,6/24/1967,Greece,3.5,Political Science,121,"[{'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Applied Ethics in Humanities'}]"
Renell,Andrasch,randraschiy@economist.com,9/13/1940,Philippines,2.03,Business,127,"[{'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Knowledge'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Physical Activity and Autonomy'}]"
Earlie,Statefield,estatefieldiz@reference.com,10/29/1931,Mozambique,2.24,Education,128,"[{'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Post-Classical History'}]"
Rori,Loftus,rloftusj0@indiatimes.com,2/5/1940,Tunisia,1.89,Mathematics,129,"[{'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Science: History and Methodology'}]"
Godiva,Egdell,gegdellj1@harvard.edu,4/21/1930,Russia,3.53,Anthropology,130,"[{'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Knowledge'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Sacred Writing'}]"
Tawsha,De Francesco,tdefrancescoj2@economist.com,9/14/1990,Trinidad and Tobago,2.9,Sociology,110,"[{'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Sacred Writing'}]"
Yoshi,Grigoriscu,ygrigoriscuj3@printfriendly.com,7/5/1929,Indonesia,1.62,Anthropology,94,"[{'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Knowledge'}]"
Germaine,Bernadot,gbernadotj4@icio.us,3/13/1927,Mexico,3.23,Anthropology,108,"[{'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Literary Genres'}]"
Susanetta,Daviot,sdaviotj5@illinois.edu,10/31/1945,Peru,1.66,Political Science,86,"[{'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Sacred Writing'}]"
